"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"y"
10,96;2,98;0,07;-8,27;1,53;9,05;25,43;-2,39;-1,58;0,18;-22,66;-16,1;-6,73;-4,97;0,19;-7,8;1,2;6,86;18,78;34,53;4,06;4,95;-21,62;-0,28;-8,53;1,13;-0,78;-27,77;-2,37;8,42;-5,06;-1,19;-0,71;-4,41;2,7;2,1;1,72;-0,77;0,56;9,5;8,59;-11,64;3,03;7,17;1,6;1,33;-1,21;-1,38;-2,11;-1,08;0,72
-3,19;3,11;-0,88;4,31;-0,35;1,86;0,81;-0,91;1,65;15,86;0,96;-5,4;2,63;-7,93;-0,94;5,06;5,86;-4,22;-1,02;-0,6;6,39;0,36;-0,95;-9,65;3,65;-9,42;5,19;1,79;3,74;-4,67;13,08;-1,9;-8,01;-2,2;5,16;5,33;-2,85;-1,52;-10,5;-5,78;2,63;4,35;-3,57;-0,53;-2,29;8,83;6,22;1,8;0,25;6,35;2,04
14,16;2,04;7,61;-4,15;-6,25;1,46;20,34;1,14;8,21;-0,04;-26,54;-10,98;-4,53;-4,44;5,32;-2,97;6,06;11,62;22,01;27,99;1,16;-5,18;-10,5;-5,15;5,97;-3,83;7,67;-18,62;4,55;-2,19;21,48;1,28;-2,54;-0,74;0,34;1,62;6,47;-8,5;-16,49;-1,44;0,55;-0,56;0,88;4,55;-0,09;6,63;1,82;0,59;-0,67;11,07;4,57
2,52;0,82;7,77;-5,61;-1,63;4,48;11,04;0,6;10,06;-0,1;-3,26;-0,03;6,96;-2,78;-5,27;-7,31;-1,28;5,14;13,27;8,05;8,87;-4,04;-0,61;-13,21;-11,97;-11,26;10,37;-3,92;7,38;5,47;22,84;14,04;8,56;-4,78;5,87;6,62;10,97;-3,04;-26,03;1,55;0,94;-12,24;-7,54;4,11;5,13;3,6;7,82;-4,47;-6,29;12,37;4,62
4,29;2,58;-2,25;-4,69;-3,76;-2,06;15,12;-0,08;9,54;8,78;-13,71;-15,33;3,99;-3,45;-3,46;-3,53;5,34;4,4;8,94;17,08;2,93;0,49;-3,6;-6,05;-1,73;-11,64;-1,46;-11,98;-2,08;2,01;2,89;7,22;-2,85;0,52;-1,01;-0,18;9,76;-9,58;-2,54;-10,63;1,16;-0,1;-2,76;-2,52;-5,41;8,41;1,74;4,57;-1,93;3,2;-0,37
-1,29;5,99;-1,41;0,34;5,67;-6,1;9,04;-2,41;2,59;3,27;4,47;-12,58;0,24;-7,99;-0,12;-10,52;1,29;-0,84;-2,77;2,68;1,61;-0,11;1,09;-2,32;3,81;-2,61;-1,26;-1,88;0,45;7,03;12,86;-6,19;-2,33;-1,63;0,67;2,48;1,75;-0,06;-5,05;3,04;1,95;-5,72;5,07;8,65;0,54;7,46;-1,22;6,1;-3,59;5,39;1,59
3,38;2,92;-3,49;3,03;-0,1;-4,74;13,75;2,62;4,64;-1,66;-3,07;-8,75;-3,29;-7,08;-2,73;-4,95;-1,32;0,6;2,38;8,67;-4,29;6,31;-5,12;-3,88;7,86;-1,69;-1,15;-4,44;1,46;12,67;0,77;9,42;7,58;-1,5;2,28;1,52;2,39;-2,76;5,05;1,83;5,02;-9,7;6,07;4,74;4,76;2,83;-5,43;-2,58;-3,56;-2,44;2,56
3,06;2;-2,5;-0,49;3;-2;13,85;2,15;2,92;7,23;-11,18;-16,9;1,66;-9,85;-4,43;0,59;4,47;2,69;5,07;18,97;0,88;6,03;-7,27;-3,86;0,41;-7,51;0,3;-7,36;-1,95;0,35;-4,66;7,93;-3,87;-0,01;0,28;-0,38;2,56;-8,8;5,59;-7,6;5,51;2,01;6,24;-0,8;-1,93;4,74;-7,58;0,88;-1,7;-3,56;-0,05
2,32;-1,73;6,28;-6,52;3,85;3,35;12,15;4,69;4,31;2,16;-4,37;-5,23;2,67;-5,02;-2,96;-1,79;2,05;5,58;12,18;12,36;5,8;-0,55;-5,57;-7,83;-9,51;-3,57;3,84;-5,83;3,03;2,76;13,04;-0,01;1,52;-1,31;5,2;7,63;5,61;-2,02;-9,74;-2,24;-0,32;-6,05;6,01;-1,08;4,72;5,42;-5,14;4,59;-1,98;2,5;3,62
3,7;6,41;-2,5;-5,29;3,57;2,25;12,42;1,14;-2,72;2,12;-0,83;-6,36;0,39;-1,59;-0,84;-5,06;2,28;3,81;7,37;13,9;3,59;-3,12;-10,99;-8,17;-7,15;-9,9;6,81;-5,72;2,77;1,9;8,58;6,68;0,89;-2,74;3,05;1,77;3,71;6;-14,04;-7,24;-4;-5,73;-15,15;1,82;1,33;8,82;15,44;3,01;-5,01;8,91;1,38
-2,45;1,68;-0,51;2,53;2,2;-6,69;4,05;-4,81;2,59;11,23;-1,54;-8,68;7,52;-5,54;-0,36;0,66;7,36;3,7;0,72;4,77;4,38;1,79;-0,88;-7,46;2,14;-7,42;1,45;4,07;1,35;-4,07;13,19;-2,87;-6,12;-1,58;1,15;3,49;2,85;-7,28;-1,83;-6,56;4,83;5,31;6,77;-1,21;-5,86;8,27;-5,41;3,44;2,99;0,27;1,79
10,92;-0,19;3,23;6,54;-2,24;-4,11;3,31;-3,82;-13,2;12,55;-13,9;2,4;-0,4;7,59;1,16;-0,51;6,41;7,6;-0,26;14,25;0,51;3,39;-4,57;-5,94;10,63;-10,77;1,41;0,03;3,19;-5,65;6,37;1,3;0,51;-1,37;-1,87;3,13;-1,36;0,86;-0,72;-13,94;-2,17;11,27;6,74;2,13;-7,01;11,43;-4,58;2,58;0,23;-0,21;3
20,98;6,75;-6,06;-16,17;-6,27;4,42;37,26;-2,53;5,71;4,79;-35,87;-26,48;-4,66;-4,4;1,85;1;6,91;16,46;31,92;44,58;8,39;4,53;-27,52;-2,17;-6,36;-8,03;-2,68;-37,29;1,01;-1,84;1,44;2,81;2,23;0,57;-1,3;3,61;10,7;-7,86;-3,53;-11,51;-4,2;4,62;-0,64;0,57;-2,93;10,41;4,34;2,64;0,57;2,51;1,16
2,09;2,99;-3,62;-9,11;-0,6;-2,37;12,67;2;-0,49;0,42;-8,54;-6,25;-5,2;2,1;-5,55;-5,01;-0,7;7,24;8,99;10,1;1,76;1,83;-0,37;-4,84;-1,6;0,58;6,81;-9,34;1,22;11,74;-4,84;3,26;-1,04;-0,81;4,72;0,06;5,79;0,73;-1,3;7,78;5,48;-13,73;-12,41;4,05;4,91;2,35;15,32;2,96;-4,32;3,78;2,31
0,59;0,79;4,43;2,62;-4,13;-5,2;0,87;-0,15;-0,15;5,11;-19,26;-5,56;5,57;10,25;-3,06;2,31;7,52;4,74;-0,15;8,74;3,36;-1,56;13,93;-3,52;-0,91;-13,58;3,79;4,06;1,55;-3,01;7,53;6,02;2,06;-1,58;-1,64;6,25;10,32;-14,86;-7,48;-19,64;-4,4;4,76;-3,47;-2,68;-3,91;12,08;6,71;3,59;-0,51;5,03;1,85
16,99;3,18;-8,06;-10,43;-3,87;0,51;28,34;-1,69;6,48;11,06;-27,29;-21,73;-5,08;-7,94;-2,68;2,32;6,02;10,42;23,98;33,56;0,76;-0,52;-16,11;-5,95;5,91;-11,75;3,17;-25,73;0,68;1,79;3,27;2,62;-3,59;0,74;-0,4;-0,59;6,94;-4,64;-3,03;-12,19;-0,21;2,91;-12,73;-3,36;-7,5;8,39;12,38;2,12;-0,25;4,14;0,59
3,75;-0,28;1,19;8,51;-1,89;-7,99;7,15;-5,37;-4,97;11,37;-0,46;-10,67;6,62;-3,75;-1,52;-8,88;1,34;0,89;-1,65;9,96;3,62;-3,29;-7,16;-4,61;4,96;-6,96;-2,75;0,98;-2,17;6,46;13,97;-6,49;-4,56;-2,69;4,27;3,48;1,83;-2,92;-3,05;2,12;1,17;-3,5;1,92;8,65;-2,65;9,7;3,27;4,47;-3,85;2,84;1,19
-0,41;-1,28;5,05;0,54;1,28;-3,79;8,19;-1,69;-4,98;7,09;-1,64;-6,45;1,7;0,05;-3,07;3,9;2,71;2,45;2,12;11,53;5,72;2,3;-2,29;-6,39;-2,56;-5,18;5,34;-4,02;9,38;-2,12;17,61;3,74;-3,76;-1,35;1,84;5,94;7,03;1,8;-15,19;-4,96;0,65;-1,32;6,22;-2,63;-2,53;4,58;-5,9;0,58;-0,2;6,46;2,76
16,43;4,21;1,09;-16,51;-8,42;8,08;41,18;-7,1;23,28;19,89;-43,57;-41,59;-2,06;-19,71;-0,15;2,79;10,34;10,93;42,17;49,05;2,23;-2,86;-23,33;-2,45;-7,56;-7,42;-0,3;-44,03;0,12;-6,87;15,65;-6,87;-9,42;-0,24;-0,33;5,17;16,84;-14,88;-9,19;-11,21;-1,05;8,71;3,51;-1,16;-11,55;12,32;-2,92;7,23;4,31;4,62;0,44
11,56;3,08;1,38;-11,22;-3,46;2,6;15,62;7,62;-7,04;4,38;-20,8;-0,66;-5,42;2,05;-5,11;-0,22;-5,29;8,92;20,37;23,96;6,85;1,08;-10,06;-1,2;4,47;3,14;-2,35;-9,98;3,57;5,28;9,28;7,91;6,64;1,99;9,54;5,99;0,92;6,28;-8,88;3,46;7,49;-9,84;4,52;-7,69;7,92;-3,28;-2,58;0,33;2,05;2,86;5,73
6,6;4,07;-0,51;-20,64;1,35;6,29;20,55;-1,71;17,52;1,15;-24,13;-15,06;-5,47;-4,84;-1,04;0,01;2,24;8,68;27,78;19,5;3,31;1,7;-4,23;-4,86;-10,57;-12,71;-0,56;-23,54;0,58;6,22;5,81;11,68;10,11;-0,01;1,41;2,89;7,61;-4,8;-6,53;-6,9;-6,96;-3,48;-1,77;8,44;-2,03;9,92;5,68;-6,15;-5,71;4,68;1,21
8,65;-2,84;6,73;1,28;1,92;-4,53;16,25;-1,05;8,39;7,3;-11,38;-17,6;-1,01;-10,79;-0,78;0,47;0,33;4,14;9,56;14,47;10,47;-4,48;-8,76;-10,4;4,68;-2,1;3,78;-12,67;5,64;1,62;23,68;0,58;-0,52;0,86;-0,23;7,38;3,2;-7,87;-18,39;-4,14;1,77;4,71;0,66;4,76;-3,26;5,68;-1,46;0,24;-0,75;6,77;2,72
-3,33;3,4;0,94;-7,15;2,2;5,47;14,66;-1,67;13,57;3,27;-14,63;-16,22;3,61;-14,37;-4,39;-3,59;4,21;0,11;13,24;16,73;3,06;1,06;-6,42;-4,73;-2,55;-9,25;3,24;-10,71;6,09;9,31;10,48;2,23;2,62;0,69;-1,47;4,8;3;-7,5;-11,96;-5,39;0,31;-0,91;-5,21;5,15;-2,19;9,8;6,99;3,6;-1,65;7,35;1,9
6,85;1,23;3,12;-3,03;-1,62;-7,68;10,81;4,63;4,99;2,93;-9,36;-3,29;2,13;2,8;0,86;-6,74;1,13;7,16;5,83;8,23;8,1;-2,04;5,63;-9,72;1,69;-0,08;4,33;-5,71;6,49;2,08;22,41;5,03;4,46;1,64;-0,39;4,18;6,92;-6,13;-17,74;-6,23;4,27;-1,74;1,7;0,17;-2,07;2,21;-1,81;1,47;0,14;7,81;4,95
-3,82;6,85;1,94;4,36;4,39;-0,36;1,51;-0,7;-1,78;13,84;3,88;-4,05;10,07;-6,94;-3,07;1,21;0,38;-2,86;-4,63;3,94;10,6;-0,63;0,05;-6,36;0,77;-7,45;5,04;10,82;6,69;-2,55;22,92;-1,2;-1,7;-1,1;-0,95;8,16;-0,7;-3,28;-16,81;-12,52;4,16;13,02;5,09;-1,15;-6,55;7,83;-1,85;2,86;0,98;6,93;4,55
4,46;1,29;4,88;-6,97;-1,75;7,98;15,18;-3,47;4,93;1,71;-21,37;-13,12;-4,23;-7,03;-4,07;-1,24;7,99;2,2;16,89;22,71;8,23;-4,66;-7,07;-7,59;-0,96;-6,76;3,35;-16,24;3,15;4,67;18,31;1,47;-5,33;-2,09;0,59;6,56;2,81;-2,55;-17,48;-1,42;1,87;-4,33;-4,81;1,69;-3,89;6,32;7,19;3,35;-1,94;8,24;0,93
-1,6;1,02;1,28;3,26;2,03;-9,14;3,33;0,19;2,01;3,19;4,95;-12,4;9,84;-4,43;1,09;-6,03;5,11;-0,13;-3,35;-0,02;0,11;2,59;1,66;-2,88;-3,15;3,19;1,2;0,87;0;0,52;7,68;-8,09;-7,8;-2,8;2,99;-0,31;5,61;-4,71;2,02;4,56;8,09;-5,22;10,91;1,01;1,53;2,62;-7,81;6,59;1,1;0,13;1,74
5,37;4,56;1,62;-2,48;5,47;2,14;11,33;8,25;1,99;2,93;-11,74;-12,34;-3,42;-10,71;2,45;-0,95;5,56;0;4,21;17,42;6,37;6,19;-10,76;-4,07;6,51;-1,77;-0,92;-14,58;1,01;-4,67;3,82;5,16;10,12;2,18;3,71;6,61;-7,39;-0,04;-2,38;-12,41;-7,6;-2,02;9,11;-2,52;1,41;7,51;-5,16;3,01;2,7;1,11;1,89
4,53;4,64;-3,2;-4,02;-3,58;1,63;18,85;-2,12;9,81;6,78;-17,07;-10,24;5,46;-4,32;-0,76;1,15;9,36;8,74;17,06;21,99;2,36;-2,23;-7,21;-4,55;-7;-10,08;5,69;-9;2,33;-4,16;12,74;1,88;-5,57;1,22;-2,8;1,45;13,51;-8,92;-7,13;-13,84;-3,1;9,26;0,83;0,48;-7,6;10,91;-1,53;5,01;-0,4;3,15;2,72
12,26;5,98;-11,83;-6,73;-5,57;9,11;22,44;-1,57;2,01;-1,98;-18;-7,11;-1,1;-2,4;-1,14;-0,92;3,84;10,45;22,58;29,4;1,48;3,7;-14,19;0,75;-7,28;-8,55;-4,5;-18,99;-8,31;2,03;-14,31;7,82;3,75;-1,32;1,83;-3,25;8,73;-2,15;9,12;-5,8;-2,28;-2,23;-8,9;-0,68;1,34;5,94;10,99;0,18;-1,15;0,81;1,11
1,01;-1,45;0,81;-6,06;-2,95;4,63;14,51;6,1;7,04;1,39;-12,23;-14,4;4,54;-6,25;-2,43;-2,99;7,77;4,22;17,18;19,16;5,3;0,08;-7,1;-7,44;-9,63;-3,63;-0,13;-12,29;1,7;2,34;12,66;4,87;-3,85;1,94;-0,27;4,59;10,71;-5,23;-4,05;-5,15;4,76;-5,66;4,14;-2,92;-1,63;3,53;-4,2;4,42;0,31;1,15;2,12
5,68;-0,21;-0,03;-5,16;0,44;1,43;13,46;-3,03;4,64;3,6;-11,26;-12,96;0,12;-9,78;-2,46;-4,28;5,58;3,48;15,21;16,49;3,43;5,53;-9,65;-2,86;4,19;-8,82;-1,84;-11,63;-2,01;6,96;-0,69;0,44;-8,26;-2,28;-3,44;1,72;2,1;-0,33;2,67;-0,4;10,18;-3,85;9,88;6,89;-3,17;6,27;-9,15;0,07;-3,68;-0,72;0,74
1,99;2,23;3,28;-2,57;-2,1;-7,86;8,98;-10,85;3,31;10,82;-11,97;-9,2;-0,39;-2,19;-5,25;-0,42;6,84;2,27;10,55;8,86;-0,31;1,85;-1,56;-2,18;7,09;-15,33;0,08;-5,46;-1,09;3,19;8,47;-3,13;-8,47;-5,5;2,29;0,67;2,93;-1,69;-0,45;-4,49;5,09;2,87;13,25;2,32;-3,8;12,8;-8,3;5;-1,57;0,6;0,12
-1,44;4,07;5,74;14,88;1,51;-9,79;-10,23;0,94;-14,69;4,95;11,85;6,47;1,36;-0,67;-2,43;-2,95;4,36;-4,19;-13,01;-8,64;10,79;-0,78;1,17;-4;18,36;-6,53;3,48;15,12;1,43;4,4;12,98;7,1;-0,95;0,92;-3,11;4,11;-9,12;8,07;-12,48;-5,48;7,4;-1,21;4,11;1,32;-3,32;3,92;0,21;-0,63;-1,08;7,97;2,96
-1,31;-1,3;3,96;3,47;0,47;-3,62;1,18;3,06;0,69;0,01;2,54;3,11;2,59;2,76;1,32;-4;-0,98;-1,59;-3,52;-1,34;6,67;-1,76;3,55;-5,33;-1,86;4,51;-2,32;3,43;3,07;0,66;16,8;1,18;8,6;-2,11;6,42;6,25;2,67;3,39;-10,35;3,63;0,17;-7,58;6,86;3,62;6,15;2,39;-9,7;-0,48;1,54;3,52;4,25
9,68;-2,87;8,32;-12,4;-3,09;6,65;24,21;-4;5,6;3,99;-23,75;-27,58;-0,54;-9,34;-3,82;-2,05;3,74;9,33;21,5;33,28;11,81;-4,3;-18,8;-14,86;-8,78;-6,18;4;-28,22;12,74;1,75;38,96;6,1;2,19;-1,15;-1,48;12,27;10,09;-7,81;-29,83;-6,93;1,69;4,08;0,54;2,86;-3,02;6,67;-2,5;1,72;-2,6;12,13;1,87
-3,12;1,75;-4,03;3,56;1,03;-2,97;-0,17;-3,68;-3,91;13,88;-0,76;2,56;7,39;-0,13;-5,07;-2,34;6,08;0,41;-2,17;5,64;2,31;2,15;1,3;-2,63;0,81;-13,87;0,36;10;-1,09;6,88;-0,38;-4,37;-5,89;-4,56;2,46;-0,35;4,36;1,59;2,41;-4,17;3,05;-5,35;1,98;4,9;-6,92;11,65;-1,15;1,95;-2,23;0,87;1,47
3,55;3,88;-2,25;-8,78;-0,61;-3,85;17,41;2,68;10,94;-1,49;-11,58;-15,07;-0,79;-11,76;-2,54;1,83;-0,4;5,57;20,44;12,26;1;0,48;-7,27;-4,17;3,95;-5,28;0,09;-13,42;-0,97;2,54;3,66;10,71;7,54;-0,84;1,11;1,21;6,63;-2,26;-0,89;-9,05;-0,18;-0,73;-2,81;-0,08;0,28;3,26;5,27;-4,08;-1,18;1,73;1,76
-4,66;0,78;5,09;1,62;-1,63;-2,74;13,54;2,09;12,33;8,55;-7,89;-17,18;8,98;-12,01;4,9;-10,85;1,36;-0,82;8,28;13,64;7,22;-0,87;2,1;-11,39;-1,2;-1,61;5,04;-3,1;4,01;1,64;12,73;-0,37;-4,75;-0,7;5,45;8,52;11,28;-11,34;-13,9;4,09;8,93;0,93;-5,43;2,67;3,17;5,21;7,74;5,25;0,21;4,92;4,31
7,93;1,1;3,39;-4,42;-6,39;-2,18;13;-6,34;0,7;7,8;-16,98;-1,43;-0,79;6,51;-1,07;-5,6;6,78;6,69;8,83;17,76;3,34;-3,17;3,43;-8,26;-0,03;-6,31;4,33;-6,76;6,31;4,81;22,26;-8,71;-7,87;-4,62;-1,32;5,03;9,61;-3,86;-12,68;0,97;5,58;0,01;1,55;13,1;-3,79;10,78;-0,01;2,87;-2,38;7,5;4,38
13,2;-0,64;4,92;-10,29;-8,38;-3,32;22,43;-7,74;15,61;10,41;-22,49;-19,16;3,45;-3,78;1,64;-3,98;7,34;13,16;28,9;21,28;2,34;-4,2;-4,15;-5,65;-4,5;-6,91;4,14;-21,82;4,52;-6,05;18,52;-6,71;-5,58;-2,72;0,85;4,76;18,88;-11,49;-9,76;-3,34;-2,37;5,79;0,22;8,44;-3,41;11,81;1,37;4,7;-0,51;6,18;3,72
-1,42;-0,56;-1,97;1,47;1,88;-2,99;12,41;-2,03;3,98;-3,69;-0,47;-10,23;3,56;-5,54;-0,87;-3,52;2,28;1,11;7,11;7,3;2,1;4,14;-3,8;-3,17;-5,5;0,69;3,78;-2,45;4,08;6,67;0,08;0,83;9,19;-0,87;4,83;2,84;8,25;-2,63;-2,32;3,05;-3,89;-7,53;-4,47;2,72;5,42;5,47;1,96;4,13;-0,73;3,42;2,96
6,63;10,03;-17,24;-0,45;-2,95;-2,29;17,69;0,34;8,53;7,73;-19,81;-15,82;7,08;-3,89;2,14;-5,55;8,25;8,59;15,7;20,47;3,38;4,57;-1,78;-1,13;-3,8;-6,75;-4,07;-9,68;-10,19;-3,9;-15,2;-0,17;-0,26;0,05;-1,21;-5,96;12,86;-12,53;10,18;-8,22;0,71;3,5;-13,78;3,06;-2,3;10,01;16,65;5,85;0,37;2,07;0,82
3,48;6,73;2,12;5,75;-1,24;-5,01;11,99;2,08;0,79;0,89;-10,15;-14,22;2,31;-7,17;-2,74;1,14;3,34;0,53;1,48;13,06;6,03;2,53;-3,4;-5,22;7,42;-9,57;4,8;-5,39;9,47;3,65;13,38;14,7;6,45;1,25;-1,45;5,95;0,38;-7;-18,08;-11,73;2,54;0,66;-3,1;-4,84;-1,19;4,07;5,52;-1,56;-0,42;11,34;2,81
-1,42;4,99;-5,97;1,5;2,93;-3,93;4,38;-4,86;-1,91;4,36;2,12;-4,75;7,1;-1,64;3,81;-6,36;7,08;1;-0,11;3,35;3,99;4,68;-2,22;4,23;-2,04;-7,23;-2,16;4,2;-2,12;-0,83;-6,52;1,66;0,42;1,46;-4,35;0,42;4,29;-0,39;0,38;-8,52;-6,6;2,6;-0,73;2,75;-6,32;8,24;-0,75;5,41;-0,41;2,88;0,13
-1,92;4,62;-0,23;2,3;-0,05;-0,21;8,57;3,06;2,51;2,24;2,1;-2,63;11,81;-5,54;-0,45;-0,02;5,97;-2,24;6,54;9,02;12,64;2,56;-7,15;-7,96;-8,32;-10,29;-3,16;4,82;1,03;0,11;15,06;11,83;5,98;-2,07;1,62;7,18;6,43;0,98;-12,74;-10,14;-3,39;-1,63;3,61;5,38;-0,97;9,96;-3,73;-3,47;-3,08;6,79;4,15
1,81;2,84;-0,21;-6,54;3,97;2,63;14,32;-1,32;5,43;8,72;-10,85;-15,39;-0,06;-8,35;2,56;-5,26;9,77;1,4;8,67;15,38;2,98;3,47;-5,51;0,58;-1,31;-0,85;0,53;-10,73;2,9;-5,31;5,1;-9;-12,37;1,73;-1,53;3,37;2,19;-2,45;-7,15;-3,53;2,92;5,59;3,25;0,82;-2,69;9,16;-2,47;12,52;2,42;5,23;1,84
0,73;3,21;3,27;-3,88;2,33;-1,85;7,75;2,65;5,31;0,88;-4,35;-6,34;6,04;-0,93;-2,19;1,26;5,18;4,06;4,99;5,2;4,76;2,07;5,67;-6,64;-4,85;-8,29;3,73;-1,89;8,74;-4,51;20,07;11,38;4,05;0,33;1,72;8,27;5,76;-7,02;-14,97;-11,73;-4,32;0,5;8,84;-6,3;3,9;6,87;-6,83;5,1;-1,26;5,22;4,03
12;-2,21;9,41;-12,61;-2,68;8,68;32,22;-1,64;12,87;5,06;-32,13;-33,65;-2,48;-15,15;3,62;-9,75;4,21;8,61;31,99;42,67;-1,02;2,84;-22,38;-9,16;-6,76;-10,72;8,29;-37,21;12,45;-0,2;13,96;4,62;5,16;0,14;-4,74;4,51;12,58;-8,43;-15,79;-10,85;-4,1;4,24;2,1;6,94;-5,95;9,86;-2,54;1,52;-2,92;8,03;0,79
-6,21;6,05;-3,74;-0,34;2,19;-3,48;4,12;-5,25;8,29;11,43;2,04;-11,46;6,89;-7,54;-3,23;-7,85;5,27;-1,35;0,95;0,13;-0,06;7,42;5,48;0,92;-1,85;-9,35;-4,76;0,59;-2,26;4,09;-3,42;-7,08;-7,27;-5,17;2,33;3,01;6,97;-5,7;8,34;2,27;6,56;-1,45;10,64;10,55;-2,74;11,66;-9,21;4,2;-3,15;-3,43;0,63
6,77;4,8;-2,56;-2,45;-3,37;-0,48;22,09;3,47;8,21;2,43;-16,78;-20,24;5,16;-7,02;-0,43;-4,82;-1,61;7,81;15,15;26,37;1,81;2,03;-10,79;2,11;-4,63;-6,31;-1,24;-13,44;0,99;-1,05;0,61;9,06;7,89;-3,23;3,11;1,71;14,49;-10,26;-4,16;-7,54;-2,64;-2,15;0,16;6,45;1,53;7,17;3,9;-2,1;-4,86;5,15;2,39
-1,78;0,27;4,1;-12;3,53;1,54;17,97;-4,27;20,58;10,71;-10,85;-19,92;3,2;-13,01;0,12;-4,67;5,22;2,93;17,56;12,69;0,35;-1,67;-0,58;-7,73;-11,64;-7,48;2,69;-12,8;2,21;1,4;20,05;-2,86;-6,96;-2,19;2,37;8,57;8,76;-12,8;-6,7;3,12;4,51;-1,79;5,75;8,75;0,82;8,77;-1,36;1,44;-2,06;0,63;2,37
2,95;-0,02;1,03;-2,6;-4,42;4,59;13,15;1,26;-4,37;2;-8,29;-11,13;0,58;-2,77;2,81;0,24;4,13;2,5;9,06;21,48;2,66;-2,03;-7,77;-8,3;-2,6;-3,61;8,66;-12,79;5,35;-0,58;15,15;8,55;15,15;2,73;1,2;2,68;8,59;1,77;-13,52;-13,37;-6,08;2,73;-6,46;-4,94;1,62;6,19;6,05;1,4;4,13;8,62;3,31
1,76;1,46;6,02;-8,72;-1,11;7,72;17,46;-2,93;8,34;5,69;-15,95;-13,9;4,95;-10,16;2,63;-3,28;4,69;4,04;15,88;22,5;9,52;2,06;-9,96;-5,3;-7,56;-7,49;0,87;-12,33;2,12;1,11;15,43;1,55;7,47;2,36;-1,5;5,53;7,49;-4,28;-8,28;-8,47;-4,96;3,65;15,34;2,06;-2,7;8,58;-17,22;2,9;1,72;0,51;3,2
8,02;-3,14;10,43;-4,25;-1,18;1,37;17,45;-3,02;2,42;5,19;-13,61;-11,52;2,47;-6,06;-0,83;2,46;8,48;5,59;17,71;20,55;0;1,66;-11,03;-7,61;-5,71;-10,68;3,26;-13,14;11,43;-4,24;17,46;6,45;-3,09;1,4;-0,13;6,58;6,31;0,68;-14,92;-11,5;-4,32;2,77;5,65;-0,2;-2,63;10,18;-4,28;3,52;-0,64;8,43;3,43
8,1;6,38;-5,61;-4,03;0,58;-0,89;15,95;1,46;4,22;3,99;-12,58;-19,87;-3,71;-7,65;-3,42;2,7;10,14;4,86;12,26;18,13;1,03;-1,75;-12,74;-7,62;1,12;-14,81;6,14;-19,44;0,49;-7,78;6,51;13,51;-0,55;1,32;-0,06;0,82;3,98;-3,15;-7,77;-17,91;-8,71;1,95;-16,06;-7,12;-0,13;9,63;17,52;5,97;-2,24;8,5;-1,3
9,98;1,33;9,13;-1,7;-5,97;-2,84;15,17;-1,9;4,92;14,69;-12,13;-9,93;6,51;2,21;-2,01;1,95;6,71;7,62;13,8;17,17;8,58;-3,85;-7,69;-7,57;-9,24;-6,96;5,73;-10,88;6,13;-2;27,41;-4,32;-10,05;3,09;-5,27;7,19;14,51;-5,81;-20,24;-14,67;0,88;11,26;7,84;-2,23;-12,09;8,44;-4,84;7,37;0,7;9,37;4,12
10;4,22;0,47;-13,22;1,35;0,3;16,18;-5,04;5,24;13,66;-12,75;-5,44;-1,29;-1,77;0,54;-3,81;3,18;11,77;18,98;16,35;3,51;1,7;-7,19;-2,07;-2,94;-9,1;-2,32;-10,9;-0,45;-1,37;7,81;3,31;3,05;-1,32;-0,15;1,56;5,77;-0,21;-2,37;-10,88;-4,81;7,92;8,03;2,33;-6,09;10,29;-5,09;4,76;-1,25;3,35;3,65
9,13;6,18;-5,29;-7,17;-2,54;1,01;21;-0,67;12,92;0,11;-20,53;-15,81;-2,24;-11,8;-1,98;-3,54;2,16;8,29;22,1;23,37;8,61;0,55;-9,32;-8,01;2,7;-4,75;0,08;-20,28;4,81;6,22;16,08;7,06;6,05;2,41;4,08;5,44;8,33;-5,33;-14,14;1,47;-2,82;-9,67;-2,37;-0,01;5,38;4,84;5,17;2,55;-0,5;7,59;3,3
-1,58;-0,03;0,63;1,8;3,48;-1,42;1,45;-3,58;-0,13;18,09;0,71;-0,16;0,71;2,03;-2,38;-4,57;5,48;0,63;-2,88;1,94;-6,2;6,1;2,64;3,47;0,62;-11,04;-5,98;3,34;-3,45;-2,68;-3,32;-8,32;-12,45;-4,7;1,04;1,19;1,55;-0,8;16,45;-5,24;2,51;2,52;18,04;5,14;-7,26;11,34;-14,42;5,96;-2,87;-7,46;0
0,6;-0,19;1,41;-1,99;-0,88;1,07;8,25;0,61;5,08;11,84;-10,3;-6,83;8,29;0,03;-0,54;5,04;10,28;5,07;4,95;12,33;6,88;0,74;6,37;-6,41;-5,22;-8,02;0,32;0,9;-1,63;-1,99;8,03;-5,34;-6,11;0,92;1,93;3,65;8,17;-11,28;-4,33;-8,02;1,58;4,04;6,01;-1,65;-2,22;10,35;-6,38;5,38;4,08;0,63;3,43
